# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.345841646194458008e+00 7.771607022732496262e-03 9.787769913673400879e-01 3.793593123555183411e-02 8.138095140457153320e-01 7.771607022732496262e-03 9.787769913673400879e-01 3.793593123555183411e-02 1.005322098731994629e+00
0.000000000000000000e+00 5.656016540527343750e+01 6.924573898315429688e+00 5.527494430541992188e+00 4.025826930999755859e+00 4.311193847656250000e+01 6.924573898315429688e+00 5.527494430541992188e+00 4.025826930999755859e+00 1.009053707122802734e+00
5.000000000000000000e+02 9.836842218646779656e-05 2.422049641609191895e-02 5.066597938537597656e+00 7.970223203301429749e-03 9.742234396981075406e-05 2.422049641609191895e-02 5.066597938537597656e+00 7.970223203301429749e-03 9.992669224739074707e-01
1.000000000000000000e+03 2.557705447543412447e-04 2.716489136219024658e-02 5.062906265258789062e+00 6.253402214497327805e-03 2.556548861321061850e-04 2.716489136219024658e-02 5.062906265258789062e+00 6.253402214497327805e-03 9.992494583129882812e-01
1.500000000000000000e+03 4.273549129720777273e-04 2.996554784476757050e-02 5.059518337249755859e+00 5.005683284252882004e-03 3.887940838467329741e-04 2.996554784476757050e-02 5.059518337249755859e+00 5.005683284252882004e-03 9.992305040359497070e-01
2.000000000000000000e+03 4.369889793451875448e-04 3.217354416847229004e-02 5.056175231933593750e+00 4.439389333128929138e-03 3.818947297986596823e-04 3.217354416847229004e-02 5.056175231933593750e+00 4.439389333128929138e-03 9.992053508758544922e-01
2.500000000000000000e+03 4.273584345355629921e-04 3.417552262544631958e-02 5.052627563476562500e+00 4.178370349109172821e-03 3.983969218097627163e-04 3.417552262544631958e-02 5.052627563476562500e+00 4.178370349109172821e-03 9.991731643676757812e-01
3.000000000000000000e+03 5.294930888339877129e-04 3.555670753121376038e-02 5.049382686614990234e+00 4.084946122020483017e-03 4.571589524857699871e-04 3.555670753121376038e-02 5.049382686614990234e+00 4.084946122020483017e-03 9.991393089294433594e-01
3.500000000000000000e+03 7.110511651262640953e-04 3.758691996335983276e-02 5.045063972473144531e+00 4.136245232075452805e-03 7.255143136717379093e-04 3.758691996335983276e-02 5.045063972473144531e+00 4.136245232075452805e-03 9.990881085395812988e-01
4.000000000000000000e+03 9.341780678369104862e-04 3.838212415575981140e-02 5.040464878082275391e+00 4.777568392455577850e-03 1.036277506500482559e-03 3.838212415575981140e-02 5.040464878082275391e+00 4.777568392455577850e-03 9.990254640579223633e-01
4.500000000000000000e+03 1.255927840247750282e-03 4.440179467201232910e-02 5.029578685760498047e+00 3.788284724578261375e-03 2.003319095820188522e-03 4.440179467201232910e-02 5.029578685760498047e+00 3.788284724578261375e-03 9.988692998886108398e-01
5.000000000000000000e+03 1.917748944833874702e-03 6.350239366292953491e-02 5.003485679626464844e+00 1.878234092146158218e-03 3.666635137051343918e-03 6.350239366292953491e-02 5.003485679626464844e+00 1.878234092146158218e-03 9.984976053237915039e-01
5.500000000000000000e+03 1.082673552446067333e-03 7.903177291154861450e-02 4.979518413543701172e+00 5.490317125804722309e-04 2.030035713687539101e-03 7.903177291154861450e-02 4.979518413543701172e+00 5.490317125804722309e-04 9.981799125671386719e-01
6.000000000000000000e+03 6.779156974516808987e-04 7.583174109458923340e-02 4.976346015930175781e+00 1.002448960207402706e-03 9.163864306174218655e-04 7.583174109458923340e-02 4.976346015930175781e+00 1.002448960207402706e-03 9.981555342674255371e-01
6.500000000000000000e+03 9.753655758686363697e-04 7.898606359958648682e-02 4.968194007873535156e+00 4.921464715152978897e-04 1.556019182316958904e-03 7.898606359958648682e-02 4.968194007873535156e+00 4.921464715152978897e-04 9.980837106704711914e-01
7.000000000000000000e+03 1.232515322044491768e-03 7.902263104915618896e-02 4.953439235687255859e+00 1.669478951953351498e-03 1.109097269363701344e-03 7.902263104915618896e-02 4.953439235687255859e+00 1.669478951953351498e-03 9.979704618453979492e-01
7.500000000000000000e+03 3.272622823715209961e-03 9.203979372978210449e-02 4.918820858001708984e+00 1.134817255660891533e-03 3.032021922990679741e-03 9.203979372978210449e-02 4.918820858001708984e+00 1.134817255660891533e-03 9.976288676261901855e-01
8.000000000000000000e+03 4.666868597269058228e-03 1.090799793601036072e-01 4.887588977813720703e+00 3.055953886359930038e-03 5.354652181267738342e-03 1.090799793601036072e-01 4.887588977813720703e+00 3.055953886359930038e-03 9.973065853118896484e-01
8.500000000000000000e+03 5.037013441324234009e-03 1.146625429391860962e-01 4.868926048278808594e+00 6.864582188427448273e-03 5.489118862897157669e-03 1.146625429391860962e-01 4.868926048278808594e+00 6.864582188427448273e-03 9.971212148666381836e-01
9.000000000000000000e+03 5.054725334048271179e-03 1.208524107933044434e-01 4.854442596435546875e+00 8.452702313661575317e-03 4.846235271543264389e-03 1.208524107933044434e-01 4.854442596435546875e+00 8.452702313661575317e-03 9.969595670700073242e-01
9.500000000000000000e+03 5.470218136906623840e-03 1.242966428399085999e-01 4.844666481018066406e+00 9.133647195994853973e-03 5.505869630724191666e-03 1.242966428399085999e-01 4.844666481018066406e+00 9.133647195994853973e-03 9.968528151512145996e-01
1.000000000000000000e+04 6.409349385648965836e-03 1.268390268087387085e-01 4.836976051330566406e+00 1.063462160527706146e-02 6.715091876685619354e-03 1.268390268087387085e-01 4.836976051330566406e+00 1.063462160527706146e-02 9.967776536941528320e-01
